"age","-","state","-","kind","-",deaths,population,-
"85+ years","85+","North Carolina","37","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",58,189394,30.6
"85+ years","85+","North Carolina","37","Non-Injury: Other diseases of respiratory system","GR113-089",401,189394,211.7
"85+ years","85+","North Carolina","37","Non-Injury: Other diseases of the circulatory system","GR113 073-074",215,189394,113.5
"85+ years","85+","North Carolina","37","Non-Injury: Other disorders of circulatory system","GR113-075",28,189394,14.8
"85+ years","85+","North Carolina","37","Non-Injury: Parkinsons disease","GR113-051",395,189394,208.6
"85+ years","85+","North Carolina","37","Non-Injury: Peptic ulcer","GR113-090",18,189394,Unreliable
"85+ years","85+","North Carolina","37","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",307,189394,162.1
"85+ years","85+","North Carolina","37","Non-Injury: Septicemia","GR113-010",324,189394,171.1
"85+ years","85+","North Carolina","37","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",162,189394,85.5
"85+ years","85+","North Carolina","37","Suffocation","GRINJ-017",50,189394,26.4
"85+ years","85+","North Carolina","37","Unspecified Injury","GRINJ-020",68,189394,35.9
"85+ years","85+","North Dakota","38","Fall","GRINJ-003",43,18813,228.6
"85+ years","85+","North Dakota","38","Non-Injury: All other diseases (Residual)","GR113-111",375,18813,1993.3
"85+ years","85+","North Dakota","38","Non-Injury: Alzheimers disease","GR113-052",297,18813,1578.7
"85+ years","85+","North Dakota","38","Non-Injury: Anemias","GR113-045",17,18813,Unreliable
"85+ years","85+","North Dakota","38","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",138,18813,733.5
"85+ years","85+","North Dakota","38","Non-Injury: Chronic lower respiratory diseases","GR113 082",117,18813,621.9
"85+ years","85+","North Dakota","38","Non-Injury: Diabetes mellitus","GR113-046",43,18813,228.6
"85+ years","85+","North Dakota","38","Non-Injury: Diseases of Heart","GR113 055-068",647,18813,3439.1
"85+ years","85+","North Dakota","38","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",83,18813,441.2
"85+ years","85+","North Dakota","38","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",15,18813,Unreliable
"85+ years","85+","North Dakota","38","Non-Injury: Influenza & Pneumonia","GR113 077-078",66,18813,350.8
"85+ years","85+","North Dakota","38","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",295,18813,1568.1
"85+ years","85+","North Dakota","38","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",46,18813,244.5
"85+ years","85+","North Dakota","38","Non-Injury: Other diseases of respiratory system","GR113-089",36,18813,191.4
"85+ years","85+","North Dakota","38","Non-Injury: Other diseases of the circulatory system","GR113 073-074",17,18813,Unreliable
"85+ years","85+","North Dakota","38","Non-Injury: Parkinsons disease","GR113-051",44,18813,233.9
"85+ years","85+","North Dakota","38","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",36,18813,191.4
"85+ years","85+","North Dakota","38","Non-Injury: Septicemia","GR113-010",31,18813,164.8
"85+ years","85+","North Dakota","38","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",34,18813,180.7
"85+ years","85+","North Dakota","38","Unspecified Injury","GRINJ-020",19,18813,Unreliable
"85+ years","85+","Ohio","39","Fall","GRINJ-003",794,256272,309.8
"85+ years","85+","Ohio","39","Fire/Flame","GRINJ-004",11,256272,Unreliable
"85+ years","85+","Ohio","39","Firearm","GRINJ-006",39,256272,15.2
"85+ years","85+","Ohio","39","Motor Vehicle Traffic","GRINJ-008",52,256272,20.3
"85+ years","85+","Ohio","39","Natural/Environmental","GRINJ-013",11,256272,Unreliable
"85+ years","85+","Ohio","39","Non-Injury: All other diseases (Residual)","GR113-111",6197,256272,2418.1
"85+ years","85+","Ohio","39","Non-Injury: Alzheimers disease","GR113-052",3383,256272,1320.1
"85+ years","85+","Ohio","39","Non-Injury: Anemias","GR113-045",104,256272,40.6
"85+ years","85+","Ohio","39","Non-Injury: Atherosclerosis","GR113-071",78,256272,30.4
"85+ years","85+","Ohio","39","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",2872,256272,1120.7
"85+ years","85+","Ohio","39","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",46,256272,17.9
"85+ years","85+","Ohio","39","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",57,256272,22.2
"85+ years","85+","Ohio","39","Non-Injury: Chronic lower respiratory diseases","GR113 082",1718,256272,670.4
"85+ years","85+","Ohio","39","Non-Injury: Complications of medical and surgical care","GR113-135",40,256272,15.6
"85+ years","85+","Ohio","39","Non-Injury: Diabetes mellitus","GR113-046",765,256272,298.5
"85+ years","85+","Ohio","39","Non-Injury: Diseases of Heart","GR113 055-068",11110,256272,4335.2
"85+ years","85+","Ohio","39","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",595,256272,232.2
"85+ years","85+","Ohio","39","Non-Injury: Hernia","GR113-092",36,256272,14.0
"85+ years","85+","Ohio","39","Non-Injury: Hyperplasia of prostate","GR113-103",12,256272,Unreliable
"85+ years","85+","Ohio","39","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",245,256272,95.6
"85+ years","85+","Ohio","39","Non-Injury: Influenza & Pneumonia","GR113 077-078",708,256272,276.3
"85+ years","85+","Ohio","39","Non-Injury: Intestinal infections","GR113 001-003",93,256272,36.3
"85+ years","85+","Ohio","39","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",4162,256272,1624.1
"85+ years","85+","Ohio","39","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",652,256272,254.4
"85+ years","85+","Ohio","39","Non-Injury: Nutritional Deficiencies","GR113 048-049",268,256272,104.6
"85+ years","85+","Ohio","39","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",66,256272,25.8
"85+ years","85+","Ohio","39","Non-Injury: Other diseases of respiratory system","GR113-089",600,256272,234.1
"85+ years","85+","Ohio","39","Non-Injury: Other diseases of the circulatory system","GR113 073-074",255,256272,99.5
"85+ years","85+","Ohio","39","Non-Injury: Other disorders of circulatory system","GR113-075",18,256272,Unreliable
"85+ years","85+","Ohio","39","Non-Injury: Parkinsons disease","GR113-051",562,256272,219.3
"85+ years","85+","Ohio","39","Non-Injury: Peptic ulcer","GR113-090",35,256272,13.7
"85+ years","85+","Ohio","39","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",405,256272,158.0
"85+ years","85+","Ohio","39","Non-Injury: Septicemia","GR113-010",450,256272,175.6
"85+ years","85+","Ohio","39","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",728,256272,284.1
"85+ years","85+","Ohio","39","Other specified, not elsewhere classified Injury","GRINJ-019",15,256272,Unreliable
"85+ years","85+","Ohio","39","Poisoning","GRINJ-015",15,256272,Unreliable
"85+ years","85+","Ohio","39","Suffocation","GRINJ-017",50,256272,19.5
"85+ years","85+","Ohio","39","Unspecified Injury","GRINJ-020",122,256272,47.6
"85+ years","85+","Oklahoma","40","Fall","GRINJ-003",303,74163,408.6
"85+ years","85+","Oklahoma","40","Firearm","GRINJ-006",17,74163,Unreliable
"85+ years","85+","Oklahoma","40","Motor Vehicle Traffic","GRINJ-008",18,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: All other diseases (Residual)","GR113-111",1625,74163,2191.1
"85+ years","85+","Oklahoma","40","Non-Injury: Alzheimers disease","GR113-052",1026,74163,1383.4
"85+ years","85+","Oklahoma","40","Non-Injury: Anemias","GR113-045",11,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: Atherosclerosis","GR113-071",32,74163,43.1
"85+ years","85+","Oklahoma","40","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",624,74163,841.4
"85+ years","85+","Oklahoma","40","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",17,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",18,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: Chronic lower respiratory diseases","GR113 082",621,74163,837.3
"85+ years","85+","Oklahoma","40","Non-Injury: Complications of medical and surgical care","GR113-135",10,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: Diabetes mellitus","GR113-046",234,74163,315.5
"85+ years","85+","Oklahoma","40","Non-Injury: Diseases of Heart","GR113 055-068",3327,74163,4486.1
"85+ years","85+","Oklahoma","40","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",163,74163,219.8
"85+ years","85+","Oklahoma","40","Non-Injury: Hernia","GR113-092",12,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",45,74163,60.7
"85+ years","85+","Oklahoma","40","Non-Injury: Influenza & Pneumonia","GR113 077-078",197,74163,265.6
"85+ years","85+","Oklahoma","40","Non-Injury: Intestinal infections","GR113 001-003",30,74163,40.5
"85+ years","85+","Oklahoma","40","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",1125,74163,1516.9
"85+ years","85+","Oklahoma","40","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",162,74163,218.4
"85+ years","85+","Oklahoma","40","Non-Injury: Nutritional Deficiencies","GR113 048-049",51,74163,68.8
"85+ years","85+","Oklahoma","40","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",20,74163,27.0
"85+ years","85+","Oklahoma","40","Non-Injury: Other diseases of respiratory system","GR113-089",106,74163,142.9
"85+ years","85+","Oklahoma","40","Non-Injury: Other diseases of the circulatory system","GR113 073-074",47,74163,63.4
"85+ years","85+","Oklahoma","40","Non-Injury: Parkinsons disease","GR113-051",152,74163,205.0
"85+ years","85+","Oklahoma","40","Non-Injury: Peptic ulcer","GR113-090",14,74163,Unreliable
"85+ years","85+","Oklahoma","40","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",119,74163,160.5
"85+ years","85+","Oklahoma","40","Non-Injury: Septicemia","GR113-010",75,74163,101.1
"85+ years","85+","Oklahoma","40","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",25,74163,33.7
"85+ years","85+","Oklahoma","40","Suffocation","GRINJ-017",13,74163,Unreliable
"85+ years","85+","Oklahoma","40","Unspecified Injury","GRINJ-020",31,74163,41.8
"85+ years","85+","Oregon","41","Fall","GRINJ-003",417,84538,493.3
"85+ years","85+","Oregon","41","Firearm","GRINJ-006",31,84538,36.7
"85+ years","85+","Oregon","41","Motor Vehicle Traffic","GRINJ-008",15,84538,Unreliable
"85+ years","85+","Oregon","41","Non-Injury: All other diseases (Residual)","GR113-111",2176,84538,2574.0
"85+ years","85+","Oregon","41","Non-Injury: Alzheimers disease","GR113-052",1315,84538,1555.5
"85+ years","85+","Oregon","41","Non-Injury: Anemias","GR113-045",35,84538,41.4
"85+ years","85+","Oregon","41","Non-Injury: Atherosclerosis","GR113-071",17,84538,Unreliable
"85+ years","85+","Oregon","41","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",1009,84538,1193.5
"85+ years","85+","Oregon","41","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",31,84538,36.7
"85+ years","85+","Oregon","41","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",15,84538,Unreliable
"85+ years","85+","Oregon","41","Non-Injury: Chronic lower respiratory diseases","GR113 082",515,84538,609.2
"85+ years","85+","Oregon","41","Non-Injury: Complications of medical and surgical care","GR113-135",22,84538,26.0
"85+ years","85+","Oregon","41","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",13,84538,Unreliable
"85+ years","85+","Oregon","41","Non-Injury: Diabetes mellitus","GR113-046",253,84538,299.3
"85+ years","85+","Oregon","41","Non-Injury: Diseases of Heart","GR113 055-068",3107,84538,3675.3
"85+ years","85+","Oregon","41","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",234,84538,276.8
"85+ years","85+","Oregon","41","Non-Injury: Hernia","GR113-092",23,84538,27.2
"85+ years","85+","Oregon","41","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",75,84538,88.7
"85+ years","85+","Oregon","41","Non-Injury: Infections of kidney","GR113-102",10,84538,Unreliable
"85+ years","85+","Oregon","41","Non-Injury: Influenza & Pneumonia","GR113 077-078",189,84538,223.6
"85+ years","85+","Oregon","41","Non-Injury: Intestinal infections","GR113 001-003",29,84538,34.3
"85+ years","85+","Oregon","41","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",1395,84538,1650.1
"85+ years","85+","Oregon","41","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",149,84538,176.3
"85+ years","85+","Oregon","41","Non-Injury: Nutritional Deficiencies","GR113 048-049",60,84538,71.0
"85+ years","85+","Oregon","41","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",68,84538,80.4
"85+ years","85+","Oregon","41","Non-Injury: Other diseases of respiratory system","GR113-089",165,84538,195.2
"85+ years","85+","Oregon","41","Non-Injury: Other diseases of the circulatory system","GR113 073-074",96,84538,113.6
"85+ years","85+","Oregon","41","Non-Injury: Other disorders of circulatory system","GR113-075",19,84538,Unreliable
"85+ years","85+","Oregon","41","Non-Injury: Parkinsons disease","GR113-051",207,84538,244.9
"85+ years","85+","Oregon","41","Non-Injury: Peptic ulcer","GR113-090",22,84538,26.0
"85+ years","85+","Oregon","41","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",59,84538,69.8
"85+ years","85+","Oregon","41","Non-Injury: Septicemia","GR113-010",59,84538,69.8
"85+ years","85+","Oregon","41","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",161,84538,190.4
"85+ years","85+","Oregon","41","Poisoning","GRINJ-015",11,84538,Unreliable
"85+ years","85+","Oregon","41","Suffocation","GRINJ-017",20,84538,23.7
"85+ years","85+","Oregon","41","Unspecified Injury","GRINJ-020",17,84538,Unreliable
"85+ years","85+","Pennsylvania","42","Fall","GRINJ-003",989,332112,297.8
"85+ years","85+","Pennsylvania","42","Fire/Flame","GRINJ-004",10,332112,Unreliable
"85+ years","85+","Pennsylvania","42","Firearm","GRINJ-006",60,332112,18.1
"85+ years","85+","Pennsylvania","42","Motor Vehicle Traffic","GRINJ-008",73,332112,22.0
"85+ years","85+","Pennsylvania","42","Natural/Environmental","GRINJ-013",20,332112,6.0
"85+ years","85+","Pennsylvania","42","Non-Injury: All other diseases (Residual)","GR113-111",8699,332112,2619.3
"85+ years","85+","Pennsylvania","42","Non-Injury: Alzheimers disease","GR113-052",2889,332112,869.9
"85+ years","85+","Pennsylvania","42","Non-Injury: Anemias","GR113-045",160,332112,48.2
"85+ years","85+","Pennsylvania","42","Non-Injury: Atherosclerosis","GR113-071",109,332112,32.8
"85+ years","85+","Pennsylvania","42","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",3203,332112,964.4
"85+ years","85+","Pennsylvania","42","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",90,332112,27.1
"85+ years","85+","Pennsylvania","42","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",88,332112,26.5
"85+ years","85+","Pennsylvania","42","Non-Injury: Chronic lower respiratory diseases","GR113 082",1885,332112,567.6
