state,kind,age,deaths,population
Virginia,Cancer,85+ years,Suppressed,154485
Virginia,Cancer,< 1 year,Suppressed,97864
Virginia,Cancer,All Ages,Suppressed,8535519
Virginia,Cancer,Not Stated,Suppressed,Not Applicable
Virginia,Car accidents,1-4 years,Suppressed,407613
Virginia,Car accidents,15-24 years,135,1113447
Virginia,Car accidents,25-34 years,149,1190381
Virginia,Car accidents,35-44 years,116,1112496
Virginia,Car accidents,45-54 years,102,1100274
Virginia,Car accidents,5-14 years,10,1040121
Virginia,Car accidents,55-64 years,143,1114417
Virginia,Car accidents,65-74 years,103,802291
Virginia,Car accidents,75-84 years,73,402130
Virginia,Car accidents,85+ years,34,154485
Virginia,Car accidents,< 1 year,Suppressed,97864
Virginia,Car accidents,All Ages,870,8535519
Virginia,Car accidents,Not Stated,Suppressed,Not Applicable
Virginia,Cerebrovascular Diseases,1-4 years,Suppressed,407613
Virginia,Cerebrovascular Diseases,15-24 years,Suppressed,1113447
Virginia,Cerebrovascular Diseases,25-34 years,Suppressed,1190381
Virginia,Cerebrovascular Diseases,35-44 years,Suppressed,1112496
Virginia,Cerebrovascular Diseases,45-54 years,Suppressed,1100274
Virginia,Cerebrovascular Diseases,5-14 years,Suppressed,1040121
Virginia,Cerebrovascular Diseases,55-64 years,Suppressed,1114417
Virginia,Cerebrovascular Diseases,65-74 years,Suppressed,802291
Virginia,Cerebrovascular Diseases,75-84 years,Suppressed,402130
Virginia,Cerebrovascular Diseases,85+ years,Suppressed,154485
Virginia,Cerebrovascular Diseases,< 1 year,Suppressed,97864
Virginia,Cerebrovascular Diseases,All Ages,Suppressed,8535519
Virginia,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Virginia,Diabetes Disease,1-4 years,Suppressed,407613
Virginia,Diabetes Disease,15-24 years,Suppressed,1113447
Virginia,Diabetes Disease,25-34 years,Suppressed,1190381
Virginia,Diabetes Disease,35-44 years,Suppressed,1112496
Virginia,Diabetes Disease,45-54 years,Suppressed,1100274
Virginia,Diabetes Disease,5-14 years,Suppressed,1040121
Virginia,Diabetes Disease,55-64 years,Suppressed,1114417
Virginia,Diabetes Disease,65-74 years,Suppressed,802291
Virginia,Diabetes Disease,75-84 years,Suppressed,402130
Virginia,Diabetes Disease,85+ years,Suppressed,154485
Virginia,Diabetes Disease,< 1 year,Suppressed,97864
Virginia,Diabetes Disease,All Ages,Suppressed,8535519
Virginia,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Virginia,Drowning Accidents,1-4 years,Suppressed,407613
Virginia,Drowning Accidents,15-24 years,Suppressed,1113447
Virginia,Drowning Accidents,25-34 years,Suppressed,1190381
Virginia,Drowning Accidents,35-44 years,11,1112496
Virginia,Drowning Accidents,45-54 years,Suppressed,1100274
Virginia,Drowning Accidents,5-14 years,Suppressed,1040121
Virginia,Drowning Accidents,55-64 years,19,1114417
Virginia,Drowning Accidents,65-74 years,15,802291
Virginia,Drowning Accidents,75-84 years,Suppressed,402130
Virginia,Drowning Accidents,85+ years,Suppressed,154485
Virginia,Drowning Accidents,< 1 year,Suppressed,97864
Virginia,Drowning Accidents,All Ages,83,8535519
Virginia,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Virginia,Heart Diseases,1-4 years,Suppressed,407613
Virginia,Heart Diseases,15-24 years,Suppressed,1113447
Virginia,Heart Diseases,25-34 years,Suppressed,1190381
Virginia,Heart Diseases,35-44 years,Suppressed,1112496
Virginia,Heart Diseases,45-54 years,Suppressed,1100274
Virginia,Heart Diseases,5-14 years,Suppressed,1040121
Virginia,Heart Diseases,55-64 years,Suppressed,1114417
Virginia,Heart Diseases,65-74 years,Suppressed,802291
Virginia,Heart Diseases,75-84 years,Suppressed,402130
Virginia,Heart Diseases,85+ years,Suppressed,154485
Virginia,Heart Diseases,< 1 year,Suppressed,97864
Virginia,Heart Diseases,All Ages,Suppressed,8535519
Virginia,Heart Diseases,Not Stated,Suppressed,Not Applicable
Virginia,Homicides,1-4 years,Suppressed,407613
Virginia,Homicides,15-24 years,120,1113447
Virginia,Homicides,25-34 years,111,1190381
Virginia,Homicides,35-44 years,86,1112496
Virginia,Homicides,45-54 years,32,1100274
Virginia,Homicides,5-14 years,Suppressed,1040121
Virginia,Homicides,55-64 years,29,1114417
Virginia,Homicides,65-74 years,21,802291
Virginia,Homicides,75-84 years,Suppressed,402130
Virginia,Homicides,85+ years,Suppressed,154485
Virginia,Homicides,< 1 year,11,97864
Virginia,Homicides,All Ages,436,8535519
Virginia,Homicides,Not Stated,Suppressed,Not Applicable
Virginia,Influenza Pneumonia,1-4 years,Suppressed,407613
Virginia,Influenza Pneumonia,15-24 years,Suppressed,1113447
Virginia,Influenza Pneumonia,25-34 years,Suppressed,1190381
Virginia,Influenza Pneumonia,35-44 years,Suppressed,1112496
Virginia,Influenza Pneumonia,45-54 years,Suppressed,1100274
Virginia,Influenza Pneumonia,5-14 years,Suppressed,1040121
Virginia,Influenza Pneumonia,55-64 years,Suppressed,1114417
Virginia,Influenza Pneumonia,65-74 years,Suppressed,802291
Virginia,Influenza Pneumonia,75-84 years,Suppressed,402130
Virginia,Influenza Pneumonia,85+ years,Suppressed,154485
Virginia,Influenza Pneumonia,< 1 year,Suppressed,97864
Virginia,Influenza Pneumonia,All Ages,Suppressed,8535519
Virginia,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Virginia,Liver Disease,1-4 years,Suppressed,407613
Virginia,Liver Disease,15-24 years,Suppressed,1113447
Virginia,Liver Disease,25-34 years,Suppressed,1190381
Virginia,Liver Disease,35-44 years,Suppressed,1112496
Virginia,Liver Disease,45-54 years,Suppressed,1100274
Virginia,Liver Disease,5-14 years,Suppressed,1040121
Virginia,Liver Disease,55-64 years,Suppressed,1114417
Virginia,Liver Disease,65-74 years,Suppressed,802291
Virginia,Liver Disease,75-84 years,Suppressed,402130
Virginia,Liver Disease,85+ years,Suppressed,154485
Virginia,Liver Disease,< 1 year,Suppressed,97864
Virginia,Liver Disease,All Ages,Suppressed,8535519
Virginia,Liver Disease,Not Stated,Suppressed,Not Applicable
Virginia,Poisoning Accidents,1-4 years,Suppressed,407613
Virginia,Poisoning Accidents,15-24 years,107,1113447
Virginia,Poisoning Accidents,25-34 years,392,1190381
Virginia,Poisoning Accidents,35-44 years,370,1112496
Virginia,Poisoning Accidents,45-54 years,332,1100274
Virginia,Poisoning Accidents,5-14 years,Suppressed,1040121
Virginia,Poisoning Accidents,55-64 years,223,1114417
Virginia,Poisoning Accidents,65-74 years,42,802291
Virginia,Poisoning Accidents,75-84 years,11,402130
Virginia,Poisoning Accidents,85+ years,Suppressed,154485
Virginia,Poisoning Accidents,< 1 year,Suppressed,97864
Virginia,Poisoning Accidents,All Ages,1479,8535519
Virginia,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Virginia,Respiratory Clrd Disease,1-4 years,Suppressed,407613
Virginia,Respiratory Clrd Disease,15-24 years,Suppressed,1113447
Virginia,Respiratory Clrd Disease,25-34 years,Suppressed,1190381
Virginia,Respiratory Clrd Disease,35-44 years,Suppressed,1112496
Virginia,Respiratory Clrd Disease,45-54 years,Suppressed,1100274
Virginia,Respiratory Clrd Disease,5-14 years,Suppressed,1040121
Virginia,Respiratory Clrd Disease,55-64 years,Suppressed,1114417
Virginia,Respiratory Clrd Disease,65-74 years,Suppressed,802291
Virginia,Respiratory Clrd Disease,75-84 years,Suppressed,402130
Virginia,Respiratory Clrd Disease,85+ years,Suppressed,154485
Virginia,Respiratory Clrd Disease,< 1 year,Suppressed,97864
Virginia,Respiratory Clrd Disease,All Ages,Suppressed,8535519
Virginia,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Virginia,Suffocation Accidents,1-4 years,Suppressed,407613
Virginia,Suffocation Accidents,15-24 years,Suppressed,1113447
Virginia,Suffocation Accidents,25-34 years,Suppressed,1190381
Virginia,Suffocation Accidents,35-44 years,Suppressed,1112496
Virginia,Suffocation Accidents,45-54 years,12,1100274
Virginia,Suffocation Accidents,5-14 years,Suppressed,1040121
Virginia,Suffocation Accidents,55-64 years,22,1114417
Virginia,Suffocation Accidents,65-74 years,37,802291
Virginia,Suffocation Accidents,75-84 years,41,402130
Virginia,Suffocation Accidents,85+ years,48,154485
Virginia,Suffocation Accidents,< 1 year,12,97864
Virginia,Suffocation Accidents,All Ages,189,8535519
Virginia,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Virginia,Suicides,1-4 years,Suppressed,407613
Virginia,Suicides,15-24 years,159,1113447
Virginia,Suicides,25-34 years,198,1190381
Virginia,Suicides,35-44 years,168,1112496
Virginia,Suicides,45-54 years,185,1100274
Virginia,Suicides,5-14 years,11,1040121
Virginia,Suicides,55-64 years,191,1114417
Virginia,Suicides,65-74 years,101,802291
Virginia,Suicides,75-84 years,96,402130
Virginia,Suicides,85+ years,31,154485
Virginia,Suicides,< 1 year,Suppressed,97864
Virginia,Suicides,All Ages,1140,8535519
Virginia,Suicides,Not Stated,Suppressed,Not Applicable
Virginia,all accidents,1-4 years,20,407613
Virginia,all accidents,15-24 years,266,1113447
Virginia,all accidents,25-34 years,578,1190381
Virginia,all accidents,35-44 years,535,1112496
Virginia,all accidents,45-54 years,501,1100274
Virginia,all accidents,5-14 years,18,1040121
Virginia,all accidents,55-64 years,553,1114417
Virginia,all accidents,65-74 years,432,802291
Virginia,all accidents,75-84 years,476,402130
Virginia,all accidents,85+ years,599,154485
Virginia,all accidents,< 1 year,16,97864
Virginia,all accidents,Not Stated,Suppressed,Not Applicable
Virginia,all deaths,1-4 years,83,407613
Virginia,all deaths,15-24 years,708,1113447
Virginia,all deaths,25-34 years,1359,1190381
Virginia,all deaths,35-44 years,1900,1112496
Virginia,all deaths,45-54 years,3829,1100274
Virginia,all deaths,5-14 years,117,1040121
Virginia,all deaths,55-64 years,9370,1114417
Virginia,all deaths,65-74 years,13924,802291
Virginia,all deaths,75-84 years,17477,402130
Virginia,all deaths,85+ years,20988,154485
Virginia,all deaths,< 1 year,570,97864
Virginia,all deaths,All Ages,70325,8535519
Virginia,all deaths,Not Stated,Suppressed,Not Applicable
Virginia,all diseases,1-4 years,53,407613
Virginia,all diseases,15-24 years,157,1113447
Virginia,all diseases,25-34 years,459,1190381
Virginia,all diseases,35-44 years,1099,1112496
Virginia,all diseases,45-54 years,3102,1100274
Virginia,all diseases,5-14 years,80,1040121
Virginia,all diseases,55-64 years,8590,1114417
Virginia,all diseases,65-74 years,13367,802291
Virginia,all diseases,75-84 years,16896,402130
Virginia,all diseases,85+ years,20355,154485
Virginia,all diseases,< 1 year,540,97864
Virginia,all diseases,Not Stated,Suppressed,Not Applicable
Washington,Alzheimers Disease,1-4 years,Suppressed,368381
Washington,Alzheimers Disease,15-24 years,Suppressed,929322
Washington,Alzheimers Disease,25-34 years,Suppressed,1172075
Washington,Alzheimers Disease,35-44 years,Suppressed,1028141
Washington,Alzheimers Disease,45-54 years,Suppressed,923777
Washington,Alzheimers Disease,5-14 years,Suppressed,935771
Washington,Alzheimers Disease,55-64 years,Suppressed,959608
Washington,Alzheimers Disease,65-74 years,Suppressed,735524
Washington,Alzheimers Disease,75-84 years,Suppressed,339621
Washington,Alzheimers Disease,85+ years,Suppressed,134578
Washington,Alzheimers Disease,< 1 year,Suppressed,88095
Washington,Alzheimers Disease,All Ages,Suppressed,7614893
Washington,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Washington,Cancer,1-4 years,Suppressed,368381
Washington,Cancer,15-24 years,Suppressed,929322
Washington,Cancer,25-34 years,Suppressed,1172075
Washington,Cancer,35-44 years,Suppressed,1028141
Washington,Cancer,45-54 years,Suppressed,923777
Washington,Cancer,5-14 years,Suppressed,935771
Washington,Cancer,55-64 years,Suppressed,959608
Washington,Cancer,65-74 years,Suppressed,735524
Washington,Cancer,75-84 years,Suppressed,339621
Washington,Cancer,85+ years,Suppressed,134578
Washington,Cancer,< 1 year,Suppressed,88095
Washington,Cancer,All Ages,Suppressed,7614893
Washington,Cancer,Not Stated,Suppressed,Not Applicable
Washington,Car accidents,1-4 years,Suppressed,368381
Washington,Car accidents,15-24 years,91,929322
Washington,Car accidents,25-34 years,104,1172075
Washington,Car accidents,35-44 years,76,1028141
Washington,Car accidents,45-54 years,75,923777
Washington,Car accidents,5-14 years,13,935771
Washington,Car accidents,55-64 years,94,959608
Washington,Car accidents,65-74 years,77,735524
Washington,Car accidents,75-84 years,50,339621
Washington,Car accidents,85+ years,21,134578
Washington,Car accidents,< 1 year,Suppressed,88095
Washington,Car accidents,All Ages,604,7614893
Washington,Car accidents,Not Stated,Suppressed,Not Applicable
Washington,Cerebrovascular Diseases,1-4 years,Suppressed,368381
Washington,Cerebrovascular Diseases,15-24 years,Suppressed,929322
Washington,Cerebrovascular Diseases,25-34 years,Suppressed,1172075
Washington,Cerebrovascular Diseases,35-44 years,Suppressed,1028141
Washington,Cerebrovascular Diseases,45-54 years,Suppressed,923777
Washington,Cerebrovascular Diseases,5-14 years,Suppressed,935771
Washington,Cerebrovascular Diseases,55-64 years,Suppressed,959608
Washington,Cerebrovascular Diseases,65-74 years,Suppressed,735524
Washington,Cerebrovascular Diseases,75-84 years,Suppressed,339621
Washington,Cerebrovascular Diseases,85+ years,Suppressed,134578
Washington,Cerebrovascular Diseases,< 1 year,Suppressed,88095
Washington,Cerebrovascular Diseases,All Ages,Suppressed,7614893
Washington,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Washington,Diabetes Disease,1-4 years,Suppressed,368381
Washington,Diabetes Disease,15-24 years,Suppressed,929322
Washington,Diabetes Disease,25-34 years,Suppressed,1172075
Washington,Diabetes Disease,35-44 years,Suppressed,1028141
Washington,Diabetes Disease,45-54 years,Suppressed,923777
Washington,Diabetes Disease,5-14 years,Suppressed,935771
Washington,Diabetes Disease,55-64 years,Suppressed,959608
Washington,Diabetes Disease,65-74 years,Suppressed,735524
Washington,Diabetes Disease,75-84 years,Suppressed,339621
Washington,Diabetes Disease,85+ years,Suppressed,134578
Washington,Diabetes Disease,< 1 year,Suppressed,88095
Washington,Diabetes Disease,All Ages,Suppressed,7614893
Washington,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Washington,Drowning Accidents,1-4 years,Suppressed,368381
Washington,Drowning Accidents,15-24 years,Suppressed,929322
Washington,Drowning Accidents,25-34 years,17,1172075
Washington,Drowning Accidents,35-44 years,Suppressed,1028141
Washington,Drowning Accidents,45-54 years,17,923777
Washington,Drowning Accidents,5-14 years,Suppressed,935771
Washington,Drowning Accidents,55-64 years,12,959608
Washington,Drowning Accidents,65-74 years,11,735524
Washington,Drowning Accidents,75-84 years,Suppressed,339621
Washington,Drowning Accidents,85+ years,Suppressed,134578
Washington,Drowning Accidents,< 1 year,Suppressed,88095
Washington,Drowning Accidents,All Ages,91,7614893
Washington,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Washington,Heart Diseases,1-4 years,Suppressed,368381
Washington,Heart Diseases,15-24 years,Suppressed,929322
Washington,Heart Diseases,25-34 years,Suppressed,1172075
Washington,Heart Diseases,35-44 years,Suppressed,1028141
Washington,Heart Diseases,45-54 years,Suppressed,923777
Washington,Heart Diseases,5-14 years,Suppressed,935771
Washington,Heart Diseases,55-64 years,Suppressed,959608
Washington,Heart Diseases,65-74 years,Suppressed,735524
Washington,Heart Diseases,75-84 years,Suppressed,339621
Washington,Heart Diseases,85+ years,Suppressed,134578
Washington,Heart Diseases,< 1 year,Suppressed,88095
Washington,Heart Diseases,All Ages,Suppressed,7614893
Washington,Heart Diseases,Not Stated,Suppressed,Not Applicable
Washington,Homicides,1-4 years,Suppressed,368381
Washington,Homicides,15-24 years,54,929322
Washington,Homicides,25-34 years,50,1172075
Washington,Homicides,35-44 years,37,1028141
Washington,Homicides,45-54 years,39,923777
Washington,Homicides,5-14 years,Suppressed,935771
Washington,Homicides,55-64 years,27,959608
Washington,Homicides,65-74 years,14,735524
Washington,Homicides,75-84 years,Suppressed,339621
Washington,Homicides,85+ years,Suppressed,134578
Washington,Homicides,< 1 year,Suppressed,88095
Washington,Homicides,All Ages,241,7614893
Washington,Homicides,Not Stated,Suppressed,Not Applicable
Washington,Influenza Pneumonia,1-4 years,Suppressed,368381
Washington,Influenza Pneumonia,15-24 years,Suppressed,929322
Washington,Influenza Pneumonia,25-34 years,Suppressed,1172075
Washington,Influenza Pneumonia,35-44 years,Suppressed,1028141
Washington,Influenza Pneumonia,45-54 years,Suppressed,923777
Washington,Influenza Pneumonia,5-14 years,Suppressed,935771
Washington,Influenza Pneumonia,55-64 years,Suppressed,959608
Washington,Influenza Pneumonia,65-74 years,Suppressed,735524
Washington,Influenza Pneumonia,75-84 years,Suppressed,339621
Washington,Influenza Pneumonia,85+ years,Suppressed,134578
Washington,Influenza Pneumonia,< 1 year,Suppressed,88095
Washington,Influenza Pneumonia,All Ages,Suppressed,7614893
Washington,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Washington,Liver Disease,1-4 years,Suppressed,368381
Washington,Liver Disease,15-24 years,Suppressed,929322
Washington,Liver Disease,25-34 years,Suppressed,1172075
Washington,Liver Disease,35-44 years,Suppressed,1028141
Washington,Liver Disease,45-54 years,Suppressed,923777
Washington,Liver Disease,5-14 years,Suppressed,935771
Washington,Liver Disease,55-64 years,Suppressed,959608
Washington,Liver Disease,65-74 years,Suppressed,735524
Washington,Liver Disease,75-84 years,Suppressed,339621
Washington,Liver Disease,85+ years,Suppressed,134578
Washington,Liver Disease,< 1 year,Suppressed,88095
Washington,Liver Disease,All Ages,Suppressed,7614893
Washington,Liver Disease,Not Stated,Suppressed,Not Applicable
Washington,Poisoning Accidents,1-4 years,Suppressed,368381
Washington,Poisoning Accidents,15-24 years,106,929322
Washington,Poisoning Accidents,25-34 years,246,1172075
Washington,Poisoning Accidents,35-44 years,247,1028141
Washington,Poisoning Accidents,45-54 years,223,923777
Washington,Poisoning Accidents,5-14 years,Suppressed,935771
Washington,Poisoning Accidents,55-64 years,254,959608
Washington,Poisoning Accidents,65-74 years,77,735524
Washington,Poisoning Accidents,75-84 years,Suppressed,339621
Washington,Poisoning Accidents,85+ years,Suppressed,134578
Washington,Poisoning Accidents,< 1 year,Suppressed,88095
Washington,Poisoning Accidents,All Ages,1167,7614893
Washington,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Washington,Respiratory Clrd Disease,1-4 years,Suppressed,368381
Washington,Respiratory Clrd Disease,15-24 years,Suppressed,929322
Washington,Respiratory Clrd Disease,25-34 years,Suppressed,1172075
Washington,Respiratory Clrd Disease,35-44 years,Suppressed,1028141
Washington,Respiratory Clrd Disease,45-54 years,Suppressed,923777
Washington,Respiratory Clrd Disease,5-14 years,Suppressed,935771
Washington,Respiratory Clrd Disease,55-64 years,Suppressed,959608
